date,coin_id,coinmetrics_symbol,market_cap_current_usd,market_cap_estimated_usd,circulating_supply,market_cap_type,market_cap_source,selected_column
2024-03-01,litecoin,ltc,6305499485.975556,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-02,litecoin,ltc,6978539784.978511,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-03,litecoin,ltc,6735954002.986817,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-04,litecoin,ltc,6601301967.764389,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-05,litecoin,ltc,6094397011.730711,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-06,litecoin,ltc,6364282792.124273,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-07,litecoin,ltc,6566463958.017827,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-08,litecoin,ltc,6559917465.461268,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-09,litecoin,ltc,6753608120.287404,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-10,litecoin,ltc,6482957176.474509,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-11,litecoin,ltc,7715645457.3951025,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-12,litecoin,ltc,7243359420.702622,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-13,litecoin,ltc,7224362053.471888,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-14,litecoin,ltc,6997822206.288146,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-15,litecoin,ltc,6667301930.009103,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-16,litecoin,ltc,6233085930.363682,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-17,litecoin,ltc,6369149665.348192,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-18,litecoin,ltc,6466386489.817918,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-19,litecoin,ltc,5820332552.762278,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-20,litecoin,ltc,6306631718.478079,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-21,litecoin,ltc,6370722521.868588,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-22,litecoin,ltc,6178609216.600683,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-23,litecoin,ltc,6374998233.811779,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-24,litecoin,ltc,6679727232.704706,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-25,litecoin,ltc,6728028990.683776,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-26,litecoin,ltc,7118512319.618454,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-27,litecoin,ltc,6959531470.949704,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-28,litecoin,ltc,7010834578.05544,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-29,litecoin,ltc,8124261697.276697,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-30,litecoin,ltc,7626664371.968343,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-03-31,litecoin,ltc,7824359751.355958,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-01,litecoin,ltc,7405661625.729779,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-02,litecoin,ltc,7966518957.2539425,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-03,litecoin,ltc,7345356586.043888,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-04,litecoin,ltc,7264442486.255052,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-05,litecoin,ltc,7299195729.014269,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-06,litecoin,ltc,7552575434.440965,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-07,litecoin,ltc,7525407709.811547,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-08,litecoin,ltc,7695367405.41956,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-09,litecoin,ltc,7247674913.899626,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-10,litecoin,ltc,7201093788.958562,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-11,litecoin,ltc,7339695056.363802,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-12,litecoin,ltc,6412092549.558894,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-13,litecoin,ltc,5789859104.355832,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-14,litecoin,ltc,5954736068.105933,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-15,litecoin,ltc,5811949266.316535,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-16,litecoin,ltc,5953613926.574005,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-17,litecoin,ltc,5971531809.876803,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-18,litecoin,ltc,6020286560.830718,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-19,litecoin,ltc,6020003832.332265,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-20,litecoin,ltc,6333183269.7114525,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-21,litecoin,ltc,6266836248.255921,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-22,litecoin,ltc,6369235271.566365,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-23,litecoin,ltc,6334000791.56323,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-24,litecoin,ltc,6185486847.828449,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-25,litecoin,ltc,6243101352.232118,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-26,litecoin,ltc,6539501877.750876,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-27,litecoin,ltc,6242316739.770784,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-28,litecoin,ltc,6249552596.55864,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-29,litecoin,ltc,6234243787.910653,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-04-30,litecoin,ltc,5923161500.969498,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-01,litecoin,ltc,5951909323.069549,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-02,litecoin,ltc,5971362435.102105,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-03,litecoin,ltc,6109551115.442233,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-04,litecoin,ltc,6085551054.785233,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-05,litecoin,ltc,6062173701.123721,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-06,litecoin,ltc,6018806270.455569,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-07,litecoin,ltc,6023464764.754298,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-08,litecoin,ltc,6065614015.370497,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-09,litecoin,ltc,6185606172.098406,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-10,litecoin,ltc,5978862880.011206,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-11,litecoin,ltc,6065688853.337417,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-12,litecoin,ltc,6062402884.352921,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-13,litecoin,ltc,6009360511.631829,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-14,litecoin,ltc,5867835062.746359,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-15,litecoin,ltc,6147109689.548267,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-16,litecoin,ltc,6144007130.499667,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-17,litecoin,ltc,6270542376.552183,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-18,litecoin,ltc,6251669537.674786,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-19,litecoin,ltc,6127899068.992907,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-20,litecoin,ltc,6605701743.3265,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-21,litecoin,ltc,6577607124.3403225,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-22,litecoin,ltc,6390831552.775566,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-23,litecoin,ltc,6360378892.211319,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-24,litecoin,ltc,6330916282.337343,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
2024-05-25,litecoin,ltc,6330367972.211169,,,current,coinmetrics_CapMrktCurUSD,CapMrktCurUSD
