date,Close,High,Low,Open,Volume,market_cap
10/04/2020,0.9510539770126343,1.3134870529174805,0.6941869854927063,0.8320050239562988,87364276,7827651.892659198
11/04/2020,0.7768189907073975,1.0490729808807373,0.7650200128555298,0.9510539770126343,43862444,7827651.892659198
12/04/2020,0.8825070261955261,0.9566699862480164,0.7624260187149048,0.7854480147361755,38736897,6173607.678345317
13/04/2020,0.7778319716453552,0.8916029930114746,0.7739760279655457,0.8907600045204163,18211285,7269680.447445141
14/04/2020,0.6619250178337097,0.7964720129966736,0.6281690001487732,0.7778319716453552,16747614,6302364.150584625
15/04/2020,0.646651029586792,0.7049639821052551,0.6215310096740723,0.6692889928817749,13075275,5306221.06575891
16/04/2020,0.6908159852027893,0.7741919755935669,0.6251069903373718,0.6308789849281311,21346031,5114653.932636794
17/04/2020,0.6607279777526855,0.7196140289306641,0.6607279777526855,0.6893119812011719,9870810,5505929.486978686
18/04/2020,0.6810960173606873,0.7176179885864258,0.6594269871711731,0.6607279777526855,9782112,5348323.975349362
19/04/2020,0.6069689989089966,0.6846410036087036,0.5984870195388794,0.6815159916877747,9289670,5423066.285864263
20/04/2020,0.538811981678009,0.6392539739608765,0.5205780267715454,0.6129480004310608,8342616,4844617.211182358
21/04/2020,0.5876590013504028,0.6045860052108765,0.5085489749908447,0.5413870215415955,9711507,4285479.154681022
22/04/2020,0.6916009783744812,0.7069640159606934,0.5696210265159607,0.5811660289764404,18828400,4591546.761226098
23/04/2020,0.6274570226669312,0.6980770230293274,0.6003220081329346,0.6853470206260681,13485271,5446538.173850838
24/04/2020,0.6342419981956482,0.671019971370697,0.6139410138130188,0.6240209937095642,9064190,4909586.999036558
25/04/2020,0.6433290243148804,0.6709480285644531,0.6215469837188721,0.6305279731750488,7311905,5027193.620409137
26/04/2020,0.6355059742927551,0.6914989948272705,0.6311709880828857,0.6532149910926819,8320760,5173619.233465031
27/04/2020,0.5723720192909241,0.6602830290794373,0.561028003692627,0.6357139945030212,7406934,5137791.330825961
28/04/2020,0.6612930297851562,0.692147970199585,0.5684840083122253,0.5782529711723328,7470201,4616001.375155629
29/04/2020,0.7458400130271912,0.77777099609375,0.655273973941803,0.6622859835624695,8801144,5283691.351331575
30/04/2020,0.6910449862480164,0.800815999507904,0.6878809928894043,0.7471950054168701,5016892,5897415.537215416
01/05/2020,0.7287939786911011,0.7370709776878357,0.685903012752533,0.6910449862480164,4164272,5635423.505964131
02/05/2020,0.7158759832382202,0.7489809989929199,0.7079039812088013,0.7272679805755615,3441356,5735879.899599453
03/05/2020,0.6795349717140198,0.7298009991645813,0.6566159725189209,0.7147960066795349,3328344,5669404.169981707
04/05/2020,0.6674910187721252,0.7058119773864746,0.6184340119361877,0.6796249747276306,3443698,5486412.385664286
05/05/2020,0.6418370008468628,0.686214029788971,0.6264989972114563,0.6734399795532227,2847469,5354861.583908894
06/05/2020,0.6225839853286743,0.673891007900238,0.6225839853286743,0.6424540281295776,2677563,5195811.6286706
07/05/2020,0.6129779815673828,0.6322680115699768,0.5733759999275208,0.6225839853286743,3355830,5010066.054780242
08/05/2020,0.6049219965934753,0.6366180181503296,0.589851975440979,0.6129779815673828,2488195,4874818.721855924
09/05/2020,0.6045269966125488,0.6254289746284485,0.5884479880332947,0.6040419936180115,2128503,4827334.908169065
10/05/2020,0.5370339751243591,0.6123030185699463,0.5130810141563416,0.6044610142707825,2327581,4816707.909418276
11/05/2020,0.5152729749679565,0.5718600153923035,0.5051940083503723,0.5362550020217896,2098481,4324416.949285259
12/05/2020,0.5385760068893433,0.5597590208053589,0.5052509903907776,0.5133910179138184,2198625,4171226.2991002905
13/05/2020,0.5505319833755493,0.564873993396759,0.5180379748344421,0.5383719801902771,2326446,4266741.231304909
14/05/2020,0.5691180229187012,0.5809460282325745,0.5501099824905396,0.5505319833755493,2047897,4413742.897500913
15/05/2020,0.5597519874572754,0.5746200084686279,0.5470929741859436,0.5691930055618286,1850070,4570789.918376839
16/05/2020,0.599120020866394,0.6065340042114258,0.5543609857559204,0.5589810013771057,2300409,4432087.508991812
17/05/2020,0.6129890084266663,0.6401960253715515,0.5891749858856201,0.5952280163764954,2936428,4752035.386171752
18/05/2020,0.6526700258255005,0.6743929982185364,0.6096490025520325,0.6126819849014282,3314359,4898008.357759836
19/05/2020,0.6244540214538574,0.65447998046875,0.6112480163574219,0.6509739756584167,2380263,5213969.633802138
20/05/2020,0.5791559815406799,0.6266559958457947,0.5752829909324646,0.6224750280380249,2302926,4996233.199332481
21/05/2020,0.6089149713516235,0.6137890219688416,0.5433459877967834,0.579692006111145,2863017,4629608.829738474
22/05/2020,0.6388750076293945,0.6764320135116577,0.582830011844635,0.6052389740943909,3411419,4853042.594897839
23/05/2020,0.6130310297012329,0.6388490200042725,0.5882470011711121,0.6374149918556213,2638524,4919865.806567834
24/05/2020,0.5490530133247375,0.6132889986038208,0.5484319925308228,0.6132889986038208,2786816,4866957.615424991
25/05/2020,0.6008570194244385,0.6501380205154419,0.5380640029907227,0.5485699772834778,4509580,4374843.160369413
26/05/2020,0.5733069777488708,0.6123530268669128,0.5664629936218262,0.5991039872169495,2689697,4809730.17960867
27/05/2020,0.5909850001335144,0.6110870242118835,0.5714430212974548,0.5733069777488708,2536916,4598505.351008801
28/05/2020,0.5751550197601318,0.5923979878425598,0.5669479966163635,0.5908839702606201,2662788,4715158.090275346
29/05/2020,0.5794150233268738,0.59340500831604,0.5668579936027527,0.5746989846229553,2066857,9366383.783941554
30/05/2020,0.5879330039024353,0.6024889945983887,0.5670499801635742,0.5813549757003784,2449095,9427078.266084636
31/05/2020,0.5700219869613647,0.5939970016479492,0.5692449808120728,0.5879030227661133,1892967,9591470.33610501
01/06/2020,0.5774949789047241,0.5878390073776245,0.5673480033874512,0.5734720230102539,2159877,9399234.951485896
02/06/2020,0.5646690130233765,0.5897250175476074,0.5522940158843994,0.5771420001983643,1295757,9424972.586161828
03/06/2020,0.5866209864616394,0.5910249948501587,0.5644609928131104,0.5646690130233765,877446,9310563.109433703
04/06/2020,0.5872989892959595,0.5916399955749512,0.5645179748535156,0.5868669748306274,901641,9614805.94741188
05/06/2020,0.6611549854278564,0.6982790231704712,0.5779250264167786,0.5872989892959595,4322092,9543805.262487222
06/06/2020,0.6224430203437805,0.6616190075874329,0.6117810010910034,0.6610710024833679,1604055,10747702.95638117
07/06/2020,0.6165779829025269,0.6244440078735352,0.5933979749679565,0.6224430203437805,716785,10180036.835310562
08/06/2020,0.6683130264282227,0.679000973701477,0.6133099794387817,0.6150779724121094,1440234,10138083.793723866
09/06/2020,0.6580020189285278,0.6680880188941956,0.6272420287132263,0.6677839756011963,988327,10913789.386770498
10/06/2020,0.6448670029640198,0.6700429916381836,0.633404016494751,0.6580380201339722,1096203,10726797.093153996
11/06/2020,0.5737419724464417,0.650534987449646,0.5700820088386536,0.6448879837989807,1122221,10648020.65447342
12/06/2020,0.5938689708709717,0.604653000831604,0.569920003414154,0.574059009552002,940323,9341515.406268211
13/06/2020,0.608942985534668,0.6114389896392822,0.5854849815368652,0.5939480066299438,764757,9722321.601662133
14/06/2020,0.5870770215988159,0.618257999420166,0.5808990001678467,0.6109269857406616,873416,9955797.604756866
15/06/2020,0.5706390142440796,0.5918970108032227,0.5472869873046875,0.5883730053901672,942666,9583560.125035351
16/06/2020,0.5855759978294373,0.5898280143737793,0.5686889886856079,0.5705789923667908,652020,9320494.000741212
17/06/2020,0.5815619826316833,0.590129017829895,0.5651170015335083,0.5854970216751099,673274,9519846.38912149
18/06/2020,0.6209560036659241,0.6503090262413025,0.5792850255966187,0.5815820097923279,1349341,9549958.35463254
19/06/2020,0.684332013130188,0.8363980054855347,0.6203839778900146,0.6224070191383362,6577471,10224928.435807472
20/06/2020,0.6435909867286682,0.6885830163955688,0.6256260275840759,0.6825230121612549,1714405,11247343.894203106
21/06/2020,0.6731489896774292,0.7485420107841492,0.6368799805641174,0.6461349725723267,2238347,10673766.043338615
22/06/2020,0.7268480062484741,0.7431129813194275,0.6458770036697388,0.6725770235061646,1620388,11086240.79289364
23/06/2020,0.7082970142364502,0.7606329917907715,0.7007120251655579,0.7267730236053467,1327340,11996277.112687156
24/06/2020,0.7369940280914307,0.8006920218467712,0.6935009956359863,0.7085300087928772,2769054,11646898.982503338
25/06/2020,0.7131940126419067,0.7567049860954285,0.6992400288581848,0.7371000051498413,1751581,12150092.54225176
26/06/2020,0.7411440014839172,0.7519919872283936,0.6815320253372192,0.7125309705734253,1664662,11741625.18994288
27/06/2020,0.7135480046272278,0.7522109746932983,0.6758379936218262,0.7395970225334167,1681428,12079079.145186102
28/06/2020,0.7984949946403503,0.8439769744873047,0.6870949864387512,0.7135480046272278,3412582,11750514.839677684
29/06/2020,0.8524540066719055,0.8853390216827393,0.7700089812278748,0.7984949946403503,2147791,13136127.952360293
30/06/2020,0.8600940108299255,1.0291759967803955,0.8501039743423462,0.8530219793319702,3887548,14062849.974509096
01/07/2020,0.8326420187950134,0.9017149806022644,0.8209270238876343,0.8633639812469482,1772560,14164459.013979023
02/07/2020,0.7802190184593201,0.8371269702911377,0.7536680102348328,0.8321160078048706,1749581,13737840.609279668
03/07/2020,0.7680929899215698,0.7860350012779236,0.7551130056381226,0.7820360064506531,1144958,12783903.734507758
04/07/2020,0.7803720235824585,0.8231549859046936,0.761451005935669,0.7679409980773926,1644301,12672163.175031388
05/07/2020,0.6916639804840088,0.7855470180511475,0.6426349878311157,0.7801010012626648,3799016,12892264.592707587
06/07/2020,0.7079079747200012,0.721045970916748,0.6865800023078918,0.6916639804840088,1120773,11423393.47428414
07/07/2020,0.7530480027198792,0.7808930277824402,0.7019219994544983,0.7078580260276794,1700041,11691026.180906912
08/07/2020,0.7967129945755005,0.8275229930877686,0.7434110045433044,0.7530480027198792,2220223,12435090.742149867
09/07/2020,0.8534529805183411,0.8823580145835876,0.759905993938446,0.7940179705619812,2668724,13138366.724263769
10/07/2020,0.9135599732398987,0.9396290183067322,0.8428500294685364,0.8533040285110474,1856095,14045120.422821058
11/07/2020,0.9246240258216858,0.926347017288208,0.8590949773788452,0.9135599732398987,1788814,15112460.37027957
12/07/2020,1.0167160034179688,1.130977988243103,0.9141169786453247,0.9238560199737549,4693371,15255277.05816987
